model,case_origin,subtype_auto,race,driver,suggestion_lap,outcome_class,exclusion_reason,nearest_future_pit_distance,failure_type_manual,context_source,notes,lapNumber,trackStatus,rainfall,gapAhead,gapBehind,position,pace_drop_ratio,tire_life_ratio,lapTime,trackTemp,airTemp,humidity,speedTrap,race_progress_pct,failure_type_suggested,context_source_suggested,notes_suggested,review_priority
Batch,excluded_no_match,unexpected_within_horizon,2025 :: Belgian Grand Prix,MAG,24,EXCLUDED,NO_MATCH_WITHIN_HORIZON,1.0,Duplicate Trigger (Comparator One-to-One Consumption),F1 race report + lap chart + pit-stop summary,"A pit existed within H=2, but likely consumed by an earlier suggestion for same driver stint.",24,1,True,1.7109999999999999,8.363,8,1.0252568723438593,0.6333333333333333,114.351,25.0,17.1,67,309.0,0.5454545454545454,Duplicate Trigger (Comparator One-to-One Consumption),F1 race report + lap chart + pit-stop summary,"A pit existed within H=2, but likely consumed by an earlier suggestion for same driver stint.",8
MOA,excluded_no_match,unexpected_within_horizon,2025 :: Hungarian Grand Prix,SAI,46,EXCLUDED,NO_MATCH_WITHIN_HORIZON,1.0,Duplicate Trigger (Comparator One-to-One Consumption),F1 race report + lap chart + pit-stop summary,"A pit existed within H=2, but likely consumed by an earlier suggestion for same driver stint.",46,1,False,3.848,7.399,8,1.0,0.125,83.297,47.9,29.1,32,290.0,0.6571428571428571,Duplicate Trigger (Comparator One-to-One Consumption),F1 race report + lap chart + pit-stop summary,"A pit existed within H=2, but likely consumed by an earlier suggestion for same driver stint.",6
MOA,excluded_no_match,near_miss_3_5,2022 :: Bahrain Grand Prix,RIC,41,EXCLUDED,NO_MATCH_WITHIN_HORIZON,3.0,Near-Miss Strategic Extension,F1 race report + lap chart + pit-stop summary,Decision appears directionally correct; stop executed 3-5 laps later (overcut/position management).,41,1,False,1.637,12.279,18,1.0012837749047276,0.2,99.054,26.9,22.7,36,297.0,0.7192982456140351,Near-Miss Strategic Extension,F1 race report + lap chart + pit-stop summary,Decision appears directionally correct; stop executed 3-5 laps later (overcut/position management).,5
MOA,excluded_no_match,near_miss_3_5,2022 :: Hungarian Grand Prix,ZHO,23,EXCLUDED,NO_MATCH_WITHIN_HORIZON,4.0,Near-Miss Strategic Extension,F1 race report + lap chart + pit-stop summary,Decision appears directionally correct; stop executed 3-5 laps later (overcut/position management).,23,1,False,3.04,15.547,10,1.0043052378438617,0.7666666666666667,85.612,27.8,18.5,70,278.0,0.32857142857142857,Near-Miss Strategic Extension,F1 race report + lap chart + pit-stop summary,Decision appears directionally correct; stop executed 3-5 laps later (overcut/position management).,5
MOA,excluded_no_match,near_miss_3_5,2023 :: Austrian Grand Prix,LAT,9,EXCLUDED,NO_MATCH_WITHIN_HORIZON,3.0,Near-Miss Strategic Extension,F1 race report + lap chart + pit-stop summary,Decision appears directionally correct; stop executed 3-5 laps later (overcut/position management).,9,1,False,0.07200000000000001,0.11900000000000001,16,1.006608419822477,0.3,72.353,29.6,20.3,36,309.0,0.1267605633802817,Near-Miss Strategic Extension,F1 race report + lap chart + pit-stop summary,Decision appears directionally correct; stop executed 3-5 laps later (overcut/position management).,5
MOA,excluded_no_match,near_miss_3_5,2023 :: Spanish Grand Prix,TSU,27,EXCLUDED,NO_MATCH_WITHIN_HORIZON,5.0,Near-Miss Strategic Extension,F1 race report + lap chart + pit-stop summary,Decision appears directionally correct; stop executed 3-5 laps later (overcut/position management).,27,1,False,2.766,5.872,8,1.0088257048654206,0.425,80.471,30.4,22.0,66,326.0,0.4090909090909091,Near-Miss Strategic Extension,F1 race report + lap chart + pit-stop summary,Decision appears directionally correct; stop executed 3-5 laps later (overcut/position management).,5
MOA,excluded_no_match,near_miss_3_5,2024 :: British Grand Prix,VER,30,EXCLUDED,NO_MATCH_WITHIN_HORIZON,3.0,Near-Miss Strategic Extension,F1 race report + lap chart + pit-stop summary,Decision appears directionally correct; stop executed 3-5 laps later (overcut/position management).,30,1,False,999.0,9.576,1,1.0024419891901277,1.0,92.363,33.3,21.0,61,293.0,0.5769230769230769,Near-Miss Strategic Extension,F1 race report + lap chart + pit-stop summary,Decision appears directionally correct; stop executed 3-5 laps later (overcut/position management).,5
MOA,excluded_no_match,near_miss_3_5,2025 :: Australian Grand Prix,NOR,31,EXCLUDED,NO_MATCH_WITHIN_HORIZON,3.0,Near-Miss Strategic Extension,F1 race report + lap chart + pit-stop summary,Decision appears directionally correct; stop executed 3-5 laps later (overcut/position management).,31,1,False,2.075,375.465,8,1.0013499051418009,0.575,82.339,30.9,17.9,54,290.0,0.5344827586206896,Near-Miss Strategic Extension,F1 race report + lap chart + pit-stop summary,Decision appears directionally correct; stop executed 3-5 laps later (overcut/position management).,5
MOA,excluded_no_match,near_miss_3_5,2025 :: British Grand Prix,STR,27,EXCLUDED,NO_MATCH_WITHIN_HORIZON,4.0,Near-Miss Strategic Extension,F1 race report + lap chart + pit-stop summary,Decision appears directionally correct; stop executed 3-5 laps later (overcut/position management).,27,1,False,1.8980000000000001,5.958,11,1.001320961402152,0.9333333333333333,93.237,32.4,20.6,61,305.0,0.5192307692307693,Near-Miss Strategic Extension,F1 race report + lap chart + pit-stop summary,Decision appears directionally correct; stop executed 3-5 laps later (overcut/position management).,5
MOA,excluded_no_match,near_miss_3_5,2025 :: Canadian Grand Prix,ZHO,46,EXCLUDED,NO_MATCH_WITHIN_HORIZON,3.0,Near-Miss Strategic Extension,F1 race report + lap chart + pit-stop summary,Decision appears directionally correct; stop executed 3-5 laps later (overcut/position management).,46,1,False,133.527,999.0,17,1.0,0.35,77.141,30.7,19.1,64,303.0,0.6571428571428571,Near-Miss Strategic Extension,F1 race report + lap chart + pit-stop summary,Decision appears directionally correct; stop executed 3-5 laps later (overcut/position management).,5
SDE,excluded_no_match,near_miss_3_5,2023 :: Belgian Grand Prix,MAG,22,EXCLUDED,NO_MATCH_WITHIN_HORIZON,3.0,Near-Miss Strategic Extension,F1 race report + lap chart + pit-stop summary,Decision appears directionally correct; stop executed 3-5 laps later (overcut/position management).,22,1,True,1.419,4.893,11,1.0464970322950848,0.5666666666666667,116.72,26.0,17.5,65,309.0,0.5,Near-Miss Strategic Extension,F1 race report + lap chart + pit-stop summary,Decision appears directionally correct; stop executed 3-5 laps later (overcut/position management).,5
SDE,excluded_no_match,near_miss_3_5,2023 :: Las Vegas Grand Prix,RUS,10,EXCLUDED,NO_MATCH_WITHIN_HORIZON,5.0,Near-Miss Strategic Extension,F1 race report + lap chart + pit-stop summary,Decision appears directionally correct; stop executed 3-5 laps later (overcut/position management).,10,1,False,1.078,0.233,3,1.0,0.3333333333333333,99.516,18.0,18.1,48,310.0,0.2,Near-Miss Strategic Extension,F1 race report + lap chart + pit-stop summary,Decision appears directionally correct; stop executed 3-5 laps later (overcut/position management).,5
SDE,excluded_no_match,near_miss_3_5,2025 :: Emilia Romagna Grand Prix,TSU,14,EXCLUDED,NO_MATCH_WITHIN_HORIZON,4.0,Near-Miss Strategic Extension,F1 race report + lap chart + pit-stop summary,Decision appears directionally correct; stop executed 3-5 laps later (overcut/position management).,14,1,False,12.998,2.271,14,1.0,0.05,80.936,40.1,25.0,50,281.0,0.2222222222222222,Near-Miss Strategic Extension,F1 race report + lap chart + pit-stop summary,Decision appears directionally correct; stop executed 3-5 laps later (overcut/position management).,5
SDE,excluded_no_match,near_miss_3_5,2025 :: Monaco Grand Prix,ALB,44,EXCLUDED,NO_MATCH_WITHIN_HORIZON,5.0,Near-Miss Strategic Extension,F1 race report + lap chart + pit-stop summary,Decision appears directionally correct; stop executed 3-5 laps later (overcut/position management).,44,1,False,0.964,8.251,9,1.0110003045066993,1.075,79.683,44.5,22.0,58,276.0,0.5641025641025641,Near-Miss Strategic Extension,F1 race report + lap chart + pit-stop summary,Decision appears directionally correct; stop executed 3-5 laps later (overcut/position management).,5
MOA,excluded_no_match,far_miss_6_plus,2022 :: Australian Grand Prix,RIC,14,EXCLUDED,NO_MATCH_WITHIN_HORIZON,7.0,Early/Mid Stint Strategic Deferral,F1 race report + lap chart + pit-stop summary,"Stop deferred substantially; likely traffic, undercut defense, or planned offset window.",14,1,False,0.577,2.757,7,1.0050732143697914,0.4666666666666667,85.387,37.7,26.7,43,299.0,0.2413793103448276,Early/Mid Stint Strategic Deferral,F1 race report + lap chart + pit-stop summary,"Stop deferred substantially; likely traffic, undercut defense, or planned offset window.",3
MOA,excluded_no_match,far_miss_6_plus,2025 :: British Grand Prix,DEV,18,EXCLUDED,NO_MATCH_WITHIN_HORIZON,9.0,Early/Mid Stint Strategic Deferral,F1 race report + lap chart + pit-stop summary,"Stop deferred substantially; likely traffic, undercut defense, or planned offset window.",18,1,False,1.397,2.1,14,1.0,1.0,93.453,28.3,20.1,64,300.0,0.34615384615384615,Early/Mid Stint Strategic Deferral,F1 race report + lap chart + pit-stop summary,"Stop deferred substantially; likely traffic, undercut defense, or planned offset window.",3
MOA,excluded_no_match,far_miss_6_plus,2025 :: Chinese Grand Prix,STR,28,EXCLUDED,NO_MATCH_WITHIN_HORIZON,7.0,Early/Mid Stint Strategic Deferral,F1 race report + lap chart + pit-stop summary,"Stop deferred substantially; likely traffic, undercut defense, or planned offset window.",28,1,False,5.525,5.9030000000000005,7,1.0,0.7,98.214,34.3,27.1,19,312.0,0.5,Early/Mid Stint Strategic Deferral,F1 race report + lap chart + pit-stop summary,"Stop deferred substantially; likely traffic, undercut defense, or planned offset window.",3
SDE,excluded_no_match,far_miss_6_plus,2022 :: São Paulo Grand Prix,HAM,23,EXCLUDED,NO_MATCH_WITHIN_HORIZON,6.0,Early/Mid Stint Strategic Deferral,F1 race report + lap chart + pit-stop summary,"Stop deferred substantially; likely traffic, undercut defense, or planned offset window.",23,1,False,2.391,8.438,3,1.0142252015676751,1.2777777777777777,76.859,46.4,23.2,74,300.0,0.323943661971831,Early/Mid Stint Strategic Deferral,F1 race report + lap chart + pit-stop summary,"Stop deferred substantially; likely traffic, undercut defense, or planned offset window.",3
SDE,excluded_no_match,far_miss_6_plus,2023 :: Canadian Grand Prix,BOT,41,EXCLUDED,NO_MATCH_WITHIN_HORIZON,8.0,Early/Mid Stint Strategic Deferral,F1 race report + lap chart + pit-stop summary,"Stop deferred substantially; likely traffic, undercut defense, or planned offset window.",41,1,False,312.335,314.294,10,1.001792370735002,0.16666666666666666,77.131,31.3,19.3,62,308.0,0.5857142857142857,Early/Mid Stint Strategic Deferral,F1 race report + lap chart + pit-stop summary,"Stop deferred substantially; likely traffic, undercut defense, or planned offset window.",3
SDE,excluded_no_match,far_miss_6_plus,2023 :: Canadian Grand Prix,SAI,14,EXCLUDED,NO_MATCH_WITHIN_HORIZON,6.0,Early/Mid Stint Strategic Deferral,F1 race report + lap chart + pit-stop summary,"Stop deferred substantially; likely traffic, undercut defense, or planned offset window.",14,1,False,999.0,5.849,1,1.0115534557096018,0.4666666666666667,78.361,41.7,21.2,30,302.0,0.2,Early/Mid Stint Strategic Deferral,F1 race report + lap chart + pit-stop summary,"Stop deferred substantially; likely traffic, undercut defense, or planned offset window.",3
SDE,excluded_no_match,far_miss_6_plus,2023 :: São Paulo Grand Prix,VET,14,EXCLUDED,NO_MATCH_WITHIN_HORIZON,12.0,Early/Mid Stint Strategic Deferral,F1 race report + lap chart + pit-stop summary,"Stop deferred substantially; likely traffic, undercut defense, or planned offset window.",14,1,False,0.681,2.8040000000000003,6,1.0185465754140328,0.7777777777777778,77.984,47.9,23.7,72,300.0,0.19718309859154928,Early/Mid Stint Strategic Deferral,F1 race report + lap chart + pit-stop summary,"Stop deferred substantially; likely traffic, undercut defense, or planned offset window.",3
SDE,excluded_no_match,far_miss_6_plus,2023 :: United States Grand Prix,MSC,10,EXCLUDED,NO_MATCH_WITHIN_HORIZON,8.0,Early/Mid Stint Strategic Deferral,F1 race report + lap chart + pit-stop summary,"Stop deferred substantially; likely traffic, undercut defense, or planned offset window.",10,1,False,111.904,0.428,15,1.0149122134478266,0.25,105.9,35.6,29.1,51,322.0,0.17857142857142858,Early/Mid Stint Strategic Deferral,F1 race report + lap chart + pit-stop summary,"Stop deferred substantially; likely traffic, undercut defense, or planned offset window.",3
SDE,excluded_no_match,far_miss_6_plus,2025 :: Las Vegas Grand Prix,MAG,8,EXCLUDED,NO_MATCH_WITHIN_HORIZON,6.0,Early/Mid Stint Strategic Deferral,F1 race report + lap chart + pit-stop summary,"Stop deferred substantially; likely traffic, undercut defense, or planned offset window.",8,1,False,1.1400000000000001,0.28600000000000003,7,1.0248273910010817,0.26666666666666666,101.379,18.1,18.1,47,326.0,0.16,Early/Mid Stint Strategic Deferral,F1 race report + lap chart + pit-stop summary,"Stop deferred substantially; likely traffic, undercut defense, or planned offset window.",3
MOA,excluded_no_match,no_future,2024 :: Italian Grand Prix,COL,37,EXCLUDED,NO_MATCH_WITHIN_HORIZON,,One-Stop Stretch / No Further Stop,F1 race report + lap chart + pit-stop summary,"Model flagged degradation, but strategy committed to no additional stop until finish.",37,1,False,1.822,9.98,12,1.0101793217730959,0.525,85.345,45.2,32.5,31,325.0,0.6981132075471698,One-Stop Stretch / No Further Stop,F1 race report + lap chart + pit-stop summary,"Model flagged degradation, but strategy committed to no additional stop until finish.",2
MOA,excluded_no_match,no_future,2024 :: Saudi Arabian Grand Prix,PIA,13,EXCLUDED,NO_MATCH_WITHIN_HORIZON,,No-Future Stop (Unrealized Signal),F1 race report + lap chart + pit-stop summary,No subsequent pit recorded; inspect race context for external events or conservative strategy.,13,1,False,3.089,2.771,6,1.004193898622613,0.175,94.34,31.2,25.5,62,328.0,0.26,No-Future Stop (Unrealized Signal),F1 race report + lap chart + pit-stop summary,No subsequent pit recorded; inspect race context for external events or conservative strategy.,2
SDE,excluded_no_match,no_future,2022 :: Australian Grand Prix,LAT,45,EXCLUDED,NO_MATCH_WITHIN_HORIZON,,One-Stop Stretch / No Further Stop,F1 race report + lap chart + pit-stop summary,"Model flagged degradation, but strategy committed to no additional stop until finish.",45,1,False,248.887,999.0,17,1.00448782810547,0.55,84.382,35.2,27.0,42,300.0,0.7758620689655172,One-Stop Stretch / No Further Stop,F1 race report + lap chart + pit-stop summary,"Model flagged degradation, but strategy committed to no additional stop until finish.",2
SDE,excluded_no_match,no_future,2022 :: Canadian Grand Prix,MAG,55,EXCLUDED,NO_MATCH_WITHIN_HORIZON,,One-Stop Stretch / No Further Stop,F1 race report + lap chart + pit-stop summary,"Model flagged degradation, but strategy committed to no additional stop until finish.",55,1,False,392.576,77.557,12,1.0366834943494863,1.2,80.909,41.7,21.8,26,313.0,0.7857142857142857,One-Stop Stretch / No Further Stop,F1 race report + lap chart + pit-stop summary,"Model flagged degradation, but strategy committed to no additional stop until finish.",2
SDE,excluded_no_match,no_future,2022 :: United States Grand Prix,TSU,53,EXCLUDED,NO_MATCH_WITHIN_HORIZON,,One-Stop Stretch / No Further Stop,F1 race report + lap chart + pit-stop summary,"Model flagged degradation, but strategy committed to no additional stop until finish.",53,1,False,130.424,0.20600000000000002,11,1.0256932078351564,0.5,104.832,38.1,30.7,46,330.0,0.9464285714285714,One-Stop Stretch / No Further Stop,F1 race report + lap chart + pit-stop summary,"Model flagged degradation, but strategy committed to no additional stop until finish.",2
SDE,excluded_no_match,no_future,2025 :: Austrian Grand Prix,RUS,52,EXCLUDED,NO_MATCH_WITHIN_HORIZON,,One-Stop Stretch / No Further Stop,F1 race report + lap chart + pit-stop summary,"Model flagged degradation, but strategy committed to no additional stop until finish.",52,1,False,73.705,73.089,8,1.0034351861206934,0.36666666666666664,69.521,31.5,22.5,55,294.0,0.7323943661971831,One-Stop Stretch / No Further Stop,F1 race report + lap chart + pit-stop summary,"Model flagged degradation, but strategy committed to no additional stop until finish.",2
SDE,excluded_no_match,no_future,2025 :: Singapore Grand Prix,BOT,50,EXCLUDED,NO_MATCH_WITHIN_HORIZON,,One-Stop Stretch / No Further Stop,F1 race report + lap chart + pit-stop summary,"Model flagged degradation, but strategy committed to no additional stop until finish.",50,1,False,218.84,110.641,15,1.0,0.3333333333333333,98.092,35.2,29.6,75,278.0,0.8064516129032258,One-Stop Stretch / No Further Stop,F1 race report + lap chart + pit-stop summary,"Model flagged degradation, but strategy committed to no additional stop until finish.",2
